"PSG Login ID","Intel Login ID","Intel WWID","PSG EMP ID"
"KDEV","KDEV","10695702","11630"
"KDHANOA","KDHANOA","11645516","02875"
"KDHRUV","KDHRUV","11676287","11350"
"KDOMONDO","KENNETHD","10689639","07424"
"KDUONG","DUONGKEN","11644757","10490"
"KDUWEL","KDUWEL","11645338","02189"
"KECHAN","KECHAN","11645682","03662"
"KEHLEE","KEHLEE","11644814","09584"
"KEHLIM","KEHLIM","10640861","09185"
"KEHOH","KEHOH","10716938","06137"
"KEHOOI","KEHOOI","11570184","07528"
"KELAM","KLAM","11266881","07123"
"KELIZEH","KELIZEH","11677629","10973"
"KENBROCE","KENBROCE","11645168","10293"
"KENGELHA","KENGELHA","11645464","02779"
"KENNLEE","KENNLEE","11644259","10760"
"KENTAN","KENTAN","11646675","06898"
"KEROBERT","KEROBERT","11646790","07656"
"KESOOI","KESOOI","11644635","10584"
"KESPENCE","KESPENCE","11644211","04415"
"KETANG","TANGKEN1","11651007","10922"
"KETEOH","KTEOH1","10715385","07417"
"KEWANG","SHUAIWA2","11646683","08062"
"KFADAIE","KFADAIE","11644792","09525"
"KFCHONG","KFCHONG","11646649","06836"
"KFCHOU","KFCHOU","11646502","07980"
"KFFANG","KFFANG","11645622","10138"
"KFISHER","KYLEFISH","11675537","11305"
"KFLEE","KFLEE","10671796","09295"
"KFTAN","KFTAN","11645376","02414"
"KFUJIMOT","KFUJIMOT","11646021","05259"
"KFUJITA","KOKIFUJI","11645700","03799"
"KFUKASAW","KFUKASAW","11646526","06613"
"KFYAP","KYAP10","11299720","10823"
"KGALLAGH","KJGALLAG","11646527","06615"
"KGANDHAM","KGANDHAM","11490081","11458"
"KGANESHB","KISHOREG","11645148","10348"
"KGREAVES","KGREAVES","11644220","04449"
"KHAIRUL","KBAHAROM","11645375","02413"
"KHALLISS","KHALLISS","11668498","11151"
"KHARUNAG","KHARUNAG","11646803","07103"
"KHASEGAW","KHASEGAW","11644286","04616"
"KHAU","KHAU","10681788","04914"
"KHCHAN","KCHAN1","10597367","09268"
"KHCHEAH","KHCHEAH","11646755","06988"
"KHCHOE","KHCHOE","11645724","03916"
"KHCLIM","KHCLIM","11646644","06828"
"KHEGRUM","KHEGRUM","11646922","07209"
"KHHO","KARHWAIH","11684522","11488"
"KHISATA","KHISATA","11659217","11063"
"KHLAU","KHLAU","11024648","10174"
"KHMAU","KHMAU","11644648","08739"
"KHMOH","KHMOH","11646134","05580"
"KHNG","KHNG","10670934","08156"
"KHNGOI","KHNGOI","11646487","06516"
"KHOLT","KHOLT","11646225","08795"
"KHOOI","KHOOI","10692994","05628"
"KHOROVIT","KHOROVIT","11645146","10346"
"KHPOH","KHPOH","11646529","06634"
"KHSIM","KHSIM","11485548","10590"
"KHSTAN","KHSTAN","11399612","08269"
"KHUH","KHUH","11673262","11231"
"KHUNG","CHIENPIX","11707180","11888"
"KHWONG","KHWONG","11645427","10259"
"KHYAP","KHYAP","11646328","06198"
"KIBALAKR","KB","10711138","11625"
"KICHANDR","KKCHANDR","11660886","11032"
"KICHEN","KICHEN","11644466","09254"
"KIFCHONG","KIFCHONG","11645805","10047"
"KIGTAN","KIGTAN","11646161","05709"
"KIJICHI","KIJICHI","11644360","04784"
"KIKRISHN","KIRUPAVA","11687447","11621"
"KILAU","KILAU","11644281","04595"
"KILCHUA","KILCHUA","11644749","10522"
"KILLEE","KILLEE","11645602","10167"
"KILLIM","KILLIM","10675588","07706"
"KINLLEE","KINLLEE","10641650","10632"
"KIRAI","KIRANSHA","11708924","11750"
"KIRAVANI","KIRAVANX","11707880","11890"
"KISHAK","KISHAK","11645018","09904"
"KITO","KENAITO","11645205","01255"
"KIYER","KRIYER","11644454","09222"
"KJIN","KEVINJIN","11688338","11635"
"KJOHNSON","KJOHNSO5","11356310","05867"
"KJONG","KONG6","10666834","10866"
"KJOOI","KJOOI","11644464","09251"
"KKAIBARA","KKAIBARA","11646767","07022"
"KKANTIPU","KKANTIPU","11646229","05893"
"KKARKHAN","KKARKHAN","11675550","11168"
"KKARVAS","KKARVAS","11644476","08447"
"KKAWANO","KKAWANO","11646492","07973"
"KKBALAKR","KBALAKR","11460269","11058"
"KKCHONG","KARKEICH","11684513","10570"
"KKETARAJ","KKETARAJ","11644566","08668"
"KKHALILI","KKHALILI","11651008","10928"
"KKITA","KIRSTINA","11644625","10574"
"KKJONG","KKJONG","11568997","05683"
"KKKHOO","KKKHOO","10680553","08185"
"KKKKANAG","KKUMARAR","10003362","11609"
"KKLAU","KAHKHOON","11654524","10948"
"KKLEE","KINKUANL","11646762","07011"
"KKLOO","KUNKHENG","11679867","11316"
"KKLOOI","KKLOOI","11646297","06086"
"KKMKANG","KKMKANG","11644736","10531"
"KKNG","KOKKIANG","10006459","02315"
"KKNIGHT","KFKNIGHT","11645846","09191"
"KKOCHAR","KKOCHAR","11676290","11336"
"KKORINET","KKORINET","11645163","10308"
"KKSAU","KSAU","11686691","11582"
"KKTEH","KKTEH","10810680","04178"
"KKTHOLU","KKIRANKU","11657524","10987"
"KKULKARN","KKULKARN","11683490","11510"
"KKWEE","WEEMICHE","11644629","10598"
"KKWONG","KKWONG","10673457","05599"
"KLAW","KAW2","11298835","04554"
"KLCHONG","KLCHONG","11646789","07657"
"KLEGER","KLEGER","10050068","11249"
"KLENG","KLENG","11675286","11208"
"KLIEW","KELLYSUE","11410996","07092"
"KLKPUAH","LPUAH","10634763","11647"
"KLLEE","KLEE219","11377199","08940"
"KLLEOW","KLLEOW","11645936","09029"
"KLLHO","KENNEDYL","11659219","11006"
"KLLIM","KLLIM","11646143","05636"
"KLOACH","KLOACH","11646631","07812"
"KLONG","KENGLEON","11646287","06047"
"KLOOI","KHYELINO","11646276","06012"
"KLOUNG","KLOUNG","11646877","07648"
"KLYAP","KYAP7","10701668","09047"
"KLYMAN","KLYMAN","11646417","06326"
"KMAI","KWMAI","11645251","01637"
"KMARTIN","KIMMARTI","11646590","08111"
"KMARTINE","KIRKMART","11645086","00561"
"KMAT","KASIMMAT","11675534","11346"
"KMATSUMO","MATSUMOT","11645867","09120"
"KMCHIN","KIANMING","11644611","10613"
"KMCKOON","KMCKOON","11644739","10535"
"KMCNENNY","KMCNENNY","11646347","08273"
"KMENG","KMENG","11646745","06966"
"KMIGEEMA","KMIGEEMA","11644191","10811"
"KMILLER","KERILYNN","11646651","06844"
"KMLOW","KMLOW","11646816","07545"
"KMONTANE","MONTANEZ","11645304","01954"
"KMTAN","KYEMINTA","11675796","11347"
"KMTANG","KMTANG","10712592","10365"
"KNADESON","KNADESON","11646130","05548"
"KNAGAR","KKNAGAR","11410571","11534"
"KNAM","KNAM","11644511","08529"
"KNAVONE","KNAVONE","11645187","01062"
"KNEALIS","KEVINNEA","11646059","08949"
"KNEHAL","KKNEHAL","10638769","08419"
"KNEUMAYE","KNEUMAYE","11645716","03879"
"KNKOH","KKOH6","10672574","07966"
"KNOMANI","KNOMANI","11646034","05326"
"KOCYAP","KYAP6","10680936","10935"
"KOKLTAN","KOKLTAN","11646772","07049"
"KOKUNEV","KOKUNEV","11646227","05885"
"KOLLEE","KONGLAML","11684523","11489"
"KOPTAN","KOKPINTA","11454084","11156"
"KOSCHONG","CHONGK","11658156","11025"
"KPADALIA","KPADALIA","11645546","03060"
"KPATHI","KPATHI","11682263","11379"
"KPATIL","KPATIL","11644600","10636"
"KPETERSO","KPEVANS","11645671","03530"
"KPETROUN","KLPETROU","11648622","09364"
"KPLKHOR","KAYLEIGH","11658147","11016"
"KQI","XKQI","11645416","02592"
"KRAMAKAN","KKOUSHAL","11645004","09881"
"KREDMOND","KREDMOND","11667865","11154"
"KROBERSO","KROBERSO","11659979","11065"
"KROBERT","KBINTIMO","11645792","10062"
"KSAKAMOT","KSAKAMO1","11644999","09871"
"KSAKASHI","KSAKASHT","11685261","11564"
"KSBSAID","SAIDKAMA","10523520","10193"
"KSCHEAH","KSCHEAH","11645665","03486"
"KSCHENG","KCHENG8","10720347","11472"
"KSCHIA","KCHIA2","10703031","05664"
"KSCHIONG","ECHIONG","11448868","08689"
"KSCHLEGE","KSCHLEGE","11644760","10494"
"KSCHUELK","KSCHUELK","11645237","01547"
"KSFOO","KSFOO","10003049","08747"
"KSGAN","KGAN2","10641641","11447"
"KSHI","KANSHI","11644163","10849"
"KSHIRAKA","KSHIRAKA","11644209","04398"
"KSHU","ZKSHU2","10002531","08729"
"KSIVA","KSIVA","11658729","11028"
"KSLAM","KSLAM","11646703","07872"
"KSLAW","KHENGSIA","11689280","11604"
"KSLIM","KENTSOON","11645709","03849"
"KSLOAN","KGSLOAN","11645987","05129"
"KSLYE","KSLYE","11646299","06088"
"KSMITH","KEVINSMI","11645356","02340"
"KSNG","KSNG","11646766","07021"
"KSOMPON","KSOMPON","11644815","09587"
"KSONG","KOKSENGO","11644574","08685"
"KSSIM","KSIM","10005720","11341"
"KSTENBER","KSTENBER","11646462","08108"
"KSTEVENS","KEVINSTE","11645740","04023"
"KSTING","KSTING","11271862","05588"
"KSUGA","KSUGA","11654366","10939"
"KSYEW","KEANSENG","11687437","11577"
"KTAYLOR","TAYLORKE","11646688","07915"
"KTBOO","KTBOO1","11265359","07827"
"KTEOH","TEOHKEVI","11646910","07395"
"KTKALVIN","KTKALVIN","11451304","10784"
"KTLAI","KLAI4","10703526","06174"
"KTLE","KTLE","11644617","10619"
"KTLEE","KOKTUNGL","11646501","06539"
"KTLING","KTLING","11646661","06875"
"KTPHOR","KPHOR","11232450","08235"
"KTRAN","KEVINQUY","11645313","02025"
"KTRINH","KTRINH","11644677","00282"
"KTTEOH","KEANTEON","10840690","06028"
"KTUMMALA","KCTUMMAL","11267899","09901"
"KTURKING","KTURKING","11646577","06776"
"KUHLEE","KUHLEE","11644709","09415"
"KULI","KUOPLI","11690951","11680"
"KULU","KULU","11646872","07202"
"KUSUBRAM","KUSUBRAM","11646210","05848"
"KUZENG","KUNPENGZ","11644170","10860"
"KVIJAYAN","KVIJAYAN","11644990","09853"
"KVTAN","KTAN36","10695625","11473"
"KVUONG","KEVINVUO","11687442","11615"
"KVWONG","KVWONG","11275462","10605"
"KWACHSWE","KWACHSWE","11646446","08238"
"KWAKAMOT","KWAKAMOT","11645129","01019"
"KWBEH","KWBEH","11645178","10278"
"KWCHAM","KHANGWEY","10681719","07330"
"KWCHAN","KWCHAN","11644708","09413"
"KWCHOW","KWCHOW","11646859","07163"
"KWELDON","KWELDON","11645753","04110"
"KWHO","KWHO","10717588","10088"
"KWKHOR","KKHOR2","10674517","10852"
"KWLAM","KWLAM","11644642","08726"
"KWLEE","KAHWAILE","11644688","09361"
"KWLI","KWLI","10681232","09863"
"KWLIM","KWLIM","11299639","09957"
"KWNG","ZKNG19","10679763","07699"
"KWOOLLVI","KWOOLLVI","11644217","04443"
"KWTOH","KWTOH","11646201","08813"
"KWYWONG","KWYWONG","11646513","06564"
"KYAMAGUC","KYAMAGUC","11644948","10435"
"KYCHAN","KYCHAN","11644273","04555"
"KYCHNG","KCHNG","10815001","09876"
"KYIN","KRISTINY","11678263","11409"
"KYLAU","KLAU3","10667091","04327"
"KYLELI","KJLI","11644829","09617"
"KYLEONG","KYLEONG","11645395","02475"
"KYLIEW","KYLIEW","10717063","08549"
"KYLIM","KUANYELI","11691857","11714"
"KYLOKE","KYLOKE","11646309","06128"
"KYOSHIDA","KYOSHI2","10702887","05925"
"KYTIU","KYTIU","11646400","06276"
"LACLING","LACLING","11646435","06429"
"LAJOSHI","JLAXMIKX","11708317","11828"
"LAKENNED","LAKENNED","11644854","09678"
"LANANDIG","LANANDIG","11681589","11454"
"LAPEDERS","LAPEDERS","11645809","09322"
"LAPTAN","LAPTAN","10720589","06485"
"LASHEN","LASHEN","11645028","09939"
"LAVILA","LAVILA","11645006","09884"
"LBACQUAR","LBACQUAR","11646172","05736"
"LBLAND","LBLAND","11646056","05426"
"LBOYSEL","LBOYSEL","11657760","11039"
"LBROGAN","LBROGAN","11644492","08477"
"LBROWN","LANCEBRO","11644237","10798"
"LBUI","LUANBUI","11670426","11204"
"LCARTWRI","LCARTWRI","11646540","06657"
"LCARVALH","LCARVALH","11645914","05045"
"LCASTILL","LEONORAC","11645433","10267"
"LCCHAN","LCCHAN","11646523","06596"
"LCGAN","LAYCUANG","11654516","10926"
"LCHEN","LUYUANCH","11644957","10419"
"LCHOON","LOON","10712649","09630"
"LCLAESSO","LCLAESSO","11644131","04296"
"LCLARKE","LCLARKE","11644301","04693"
"LCLEONG","LCLEONG","10695780","04973"
"LCOLLINS","LFOSTERC","11645108","00922"
"LCORBET","LCORBET","11645784","10049"
"LCTEH","TEHLEECH","11690196","09121"
"LCTEO","LTEO1","11298879","09883"
"LCWONG","LCWONG","11646353","08219"
"LDAU","LDAU","11645082","00542"
"LDLEWIS","DENVERLE","11689363","11651"
"LDU","XIAOYUND","11645980","05093"
"LEDURU","LAKSHMIP","10698628","05810"
"LEIWANG","LEIWANG1","11644541","08599"
"LEKONG","LEKONG","10639211","06854"
"LELAM","LELAM","11645511","02851"
"LELARSON","LELARSON","11644580","10659"
"LENGDAHL","LENGDAHL","11645769","04159"
"LETTAN","TANNICHO","11657523","10947"
"LEWANG","LEWANG","11644267","04533"
"LFANG","FANGL","11646253","08286"
"LFHOE","LHOE","11646881","07569"
"LFLIEW","LFLIEW","11646581","06783"
"LFOO","LILYFOO","11645283","01828"
"LFTAN","LFTAN","11646575","06764"
"LGERK","LGERK","11645403","02521"
"LGIGLIO","LGIGLIO","11644215","04427"
"LGIROUAR","LGIROUAR","10637568","10176"
"LGOPALAK","LAKSHMIG","11681580","11449"
"LGTANG","LGTANG","10649596","08424"
"LGUIJOSA","LGUIJOSA","11645231","01497"
"LGUILLER","LGUILLER","11656542","10984"
"LHCHONG","LHCHONG","10003223","08407"
"LHOBBS","LSHOBBS","11644984","09841"
"LHTAN","LHTAN","11644851","09673"
"LHUA","HUAL","11645029","09941"
"LHUANG","CLHUANG","11644481","09287"
"LHUYNH","LHUYNH","11645883","04904"
"LIAZHOU","LIAZHOU","11645485","10196"
"LIFZHANG","LIFZHANG","11644960","10422"
"LIGAO","LIGAO","11645020","09908"
"LILCHENG","LILCHENG","11644469","09269"
"LILEE","LILEE","11645527","02935"
"LILI","LIWULI","11644398","08345"
"LILIU","LIULINDA","11644929","09825"
"LIMONG","LIMONG","11644604","10642"
"LINLI","LILIN1","11645826","09308"
"LITONG","LIENTATO","11646300","06094"
"LIZHOU","LIANZHOU","11646588","08077"
"LJIANG","LINGJIAN","11644356","10709"
"LJLOW","LIKJIELO","11663239","05658"
"LJOSHI","LJOSHI","11644419","08416"
"LJYANG","LJYANG","11646268","05992"
"LKAUSHIK","LKAUSHIK","11645038","09966"
"LKHOR","LEENAAIS","11644521","08551"
"LKMANCHU","LMANCHUK","11656543","10991"
"LKOONTZ","LKOONTZ","11645351","02284"
"LKTAN","LKTAN","11645581","03286"
"LKTING","LKTING","10664937","10758"
"LLAM","LOPINGLA","11646682","06927"
"LLANDIS","LLANDIS","11644230","04494"
"LLEANDAD","LLEANDAD","11645189","01101"
"LLGOH","LLGOH","11646054","05417"
"LLI","LILIPIN1","11645213","01350"
"LLLIM","LENGLENG","11646524","06597"
"LLONG","ONGLINGL","11646205","08808"
"LLTAN","LLTAN","10659836","03877"
"LMANCHUK","LMANCHUX","11707436","11904"
"LMARQUET","LMARQUET","11645110","00931"
"LMCMURCH","LMCMURCH","11644459","09239"
"LMENG","LMENG1","11645026","09929"
"LMKUO","LMKUO","11646050","05398"
"LMORRISO","LISAMORR","11644318","04766"
"LNMOHANA","LMOHANAK","11659373","11003"
"LNSHUANG","LSHUANG","11646783","07779"
"LNSOH","LNSOH","11645888","04918"
"LNTAN","LNTAN","11646670","06890"
"LPCHUA","LPCHUA","10681130","04910"
"LPEDRAZZ","LPEDRAZZ","11644309","04721"
"LPLEE","LPLEE","11644106","04197"
"LPLOH","LEEPINGL","11646666","06882"
"LPTAN","LEEPOOIT","11645917","05057"
"LPTAY","LPTAY","11646667","06883"
"LRAJ","RLOGEISH","11298471","08050"
"LRMUSKE","LMUSKE","11681596","11497"
"LROBERTS","LROBERTS","11645323","02090"
"LROBINSO","LLROBINS","11644806","09560"
"LROSENDU","LMROSEND","11644218","04445"
"LSATOMBA","LSATOMBA","11644655","10558"
"LSCHEN","LSCHEN","11644622","08699"
"LSCHONG","LCHONG7","10684378","06876"
"LSELORIO","LLSELORI","11666485","11127"
"LSHEN","LINDASHE","11644978","10399"
"LSILVER","LMSILVER","11645140","10368"
"LSINGHAL","LSINGHAL","11645825","09307"
"LSTAI","LSTAI","10622156","10342"
"LSZETO","LSZETO","11645611","10156"
"LTONG","LAYTINGO","11644278","04585"
"LTPANG","LPANG","11676562","07386"
"LTWONG","LTWONG","11644711","09417"
"LTYEW","LAYTHENG","11644637","10585"
"LULIU","LUPINGLI","11644882","09716"
"LWAN","LIXIANGW","11646018","05256"
"LWDU","LWDU","11646742","06957"
"LWENNERS","LWENNERS","11644898","09750"
"LWILLS","LAURAWIL","10631103","08338"
"LWINANS","LWINANS","11645847","09198"
"LWLAU","LWLAU","11646401","06281"
"LWOH","LOOWENOH","11672363","11206"
"LWU","LUQIONGW","11646424","06368"
"LXIA","LIANGTON","11644641","10596"
"LXIAO","XIAOLEI","11644406","08367"
"LXU","XUL2","11646559","06714"
"LXYNG","LXYNG","11644236","10794"
"LYFONG","LYFONG","11238896","09856"
"LYFOO","FOOLOKEY","10688752","03910"
"LYFOONG","LEEYIFOO","11645325","02102"
"LYGOH","LYGOH","11645801","10039"
"LYIN","YINLU","11662088","11073"
"LYLLIEW","YLIEW4","10694587","10942"
"LYNLIM","LYNLIM","11644836","09642"
"LYSAW","LYSAW","10695318","09567"
"LYTANG","LYTANG","11644317","04759"
"LYU","YULING1","11646046","05374"
"LYYEOH","LYYEOH","11298483","08983"
"LZENG","LIANGZEN","11645998","05173"
"LZHENG","LEONZHEN","11667858","03325"
"LZHONG","LZHONG","10711121","05572"
"LZHOU","LUZHOU1","10695663","05521"
"LZHU","ZHUL1","11678269","11407"
"MAALSMA","MAALSMA","11644535","08574"
"MAASHFAQ","MASHFAQ","11671381","11179"
"MABABDUL","MABABDUL","11644572","08679"
"MABBAS","ABBASMUH","11646791","07654"
"MABDELFA","MABDELFA","11689355","09737"
"MABDULLA","ABDULLA2","11645007","09888"
"MACRAIGH","MCRAIGHE","11673266","11287"
"MADAMS","MIKEADAM","11644189","10824"
"MAFFIQ","MAFFIQ","11645495","10213"
"MAFLORES","MAFLORES","11644404","08356"
"MAHASHIM","MHASHIM","11684529","11561"
"MAHMAD","MAZALINA","10706137","08413"
"MAHONMAN","MHONMAN","11672337","11215"
"MAHSAN","MIRAHSAN","11656493","10983"
"MAIDIL","MAIDIL","11646266","05989"
"MAIYER","MAIYER","11644468","09262"
"MAKHOO","MAKHOO","11645005","09882"
"MALI","MALI1","10666411","11101"
"MALJHAKI","MALJHAKI","11644952","10440"
"MAMASARA","BINMASAR","11301648","07643"
"MAMAZLAN","AMAZLAN","11670791","11199"
"MAMOHAME","MMOHAME5","11691855","11709"
"MANDRENK","MANDRENK","11671374","11242"
"MARASAN","MARASAN","11644788","09504"
"MARMSTRO","ARMSTRO1","10009543","07755"
"MAROBERT","MARTINRO","11645421","02654"
"MARODRIG","MANUELRO","11644444","10682"
"MATLURI","LMATLURI","11655127","10931"
"MAUSMAN","MAUSMAN","11475440","10497"
"MAVCI","MAVCI","11646909","07390"
"MAWILLIA","MAWILLIA","11644423","08426"
"MAYU","MAYU","11644945","10458"
"MAZOLKUR","MZOLKURN","11668501","11169"
"MBAAZIS","MBAAZIS","11644550","08618"
"MBABAKAR","MBABAKAR","11644796","09533"
"MBAHADUR","MHBAHADU","11644841","09652"
"MBALTAF","MBALTAF","11644232","10808"
"MBLOCK","BLOCKMIC","11677622","11362"
"MBOLANOS","MARIOBOL","11645019","09907"
"MBOURGEA","MBOURGEA","11645542","03054"
"MBRADLEY","MBRADLE2","11646884","07523"
"MBRALY","MBRALY","11645625","10120"
"MCAI","MINQINGC","11645615","10129"
"MCANCILL","MCANCILL","11646237","05914"
"MCANTU","MARCOCAN","11644498","08492"
"MCARDOSO","MTCARDOS","11646007","05209"
"MCASPAR","MCASPAR","11646366","08188"
"MCCHAN","CHANMEIC","11649398","10911"
"MCCHEW","MCCHEW","11324953","07596"
"MCHAN","MTCHAN","11645186","01045"
"MCHANG","CHANGMAR","11645957","08980"
"MCHENG","CHENGMIC","11646693","08003"
"MCHITTUR","MCHITTUR","11688544","11628"
"MCHOUDHR","MCHOUDHR","11646326","06195"
"MCHRISTI","MWCHRIST","11644104","04185"
"MCLEVENG","MCLEVENG","11646357","08227"
"MCLO","MLO4","10052167","11342"
"MCNG","MCNG","11646620","07842"
"MCOADE","MCOADE","11645959","08987"
"MCOLES","COLESMIC","11644967","10408"
"MCONNOR","MARKCONN","11645307","01971"
"MCORBU","MDCORBU","11669659","11197"
"MCULLEY","MCULLEY","11645471","10230"
"MCURRAN","MARJOCUR","11644915","09804"
"MCYEE","MYEE","11646319","06162"
"MDAVIDSO","MDAVIDSO","11644819","09598"
"MDELACRU","MDELACRU","11646109","05438"
"MDEO","MANISHDE","11645324","02100"
"MDHAKNI","MDHAKNI","11645242","01591"
"MDIAZ","MARIADIA","11645927","09051"
"MDUMITRE","MARIUSDU","11678258","11390"
"MDURLAND","MDURLAND","11645133","01022"
"MEANTONI","MEANTONI","11645166","10312"
"MECHEN","MECHEN","11644847","09668"
"MECTAN","MECTAN","11646848","07155"
"MEFAN","MENGNANF","11681578","11457"
"MEISSA","MOHAMEDE","10642257","09664"
"MELKASHE","EMAHMOU","11566777","10643"
"MERIC","MERICX","11707266","11876"
"METEMADR","METEMADR","11658552","10961"
"MEVANS","AMEVANS","10673103","11283"
"MFARAG","MFARAG","11675288","11313"
"MFAZMI","AZMIMOHA","11689281","11605"
"MFERANIL","FERANILM","10683186","07850"
"MFFMAZLA","MOHDFARI","11668502","11186"
"MFHALIMH","MHALIMHA","11682257","11395"
"MFIESTER","MFIESTER","11645076","00476"
"MFITTON","MICHAELF","11644224","04462"
"MFLANIGA","MFLANIGA","11645768","04158"
"MFLEONG","MLEONG2","11300458","08738"
"MFMDARIF","MFMDARIF","11645113","10375"
"MFMOHDRA","MFMOHDRA","11457202","10641"
"MFNG","NMUNFYE","11645060","10011"
"MFONG","SFONG","11645655","03442"
"MFROST","MFROST","11647203","08211"
"MFSHUM","MFSHUM","11645052","09996"
"MFUNG","MFUNG","11644887","09724"
"MGANDHI","MALGANDH","10669267","06422"
"MGAUCHER","MGAUCHER","11645468","02783"
"MGEE","MGEE","11644545","08610"
"MGERLACH","MGERLACH","11646912","07411"
"MGIN","MGIN","11646905","07373"
"MGOH","MGOH1","10692214","05287"
"MGONZALE","MPGONZAL","11645342","02239"
"MGORT","MGORT","11644830","09621"
"MGREISIN","MGREISIN","11647188","08848"
"MGUPTA","MAYANKKG","10678221","07166"
"MHABDULB","MABDULB1","11676563","11339"
"MHABICHE","MHABICHE","11644643","10547"
"MHAIDER","MEHRMAHH","11684503","11539"
"MHALAZMI","MALAZMI","11684516","11477"
"MHAMIRUD","MAMIRUDD","11573985","10701"
"MHANSEN","HANSENMI","10545623","09321"
"MHARRIS","MBHARRIS","11644876","09709"
"MHASEGAW","MHASEGAW","11644553","08643"
"MHASHIMO","MHASHIMO","11645033","09955"
"MHASSAN","HASSANMO","11644731","09458"
"MHBOO","MHBOO","11646729","07628"
"MHENDESS","MHENDESS","11644872","09704"
"MHENDRIC","MCHENDRI","11644673","00165"
"MHGHAZAL","MHGHAZAL","11646796","07590"
"MHILL","MRHILL","11644116","04233"
"MHJOHARI","JOHARIM","11658154","11023"
"MHKOAY","MHKOAY","11646893","07315"
"MHKZAHMA","AHMADMU1","11663243","11104"
"MHLAU","MHLAU","11646327","06197"
"MHLOW","MEWHOONL","11646607","07888"
"MHMATZIN","MOHDHAA","11517680","10785"
"MHMDHAMZ","HAMZAHM","11225159","10754"
"MHNGAH","MBINNGAH","10697638","10733"
"MHNIAM","NMHONG","11225008","08223"
"MHO","HOMICHAE","11645299","01926"
"MHOOPES","MHOOPES","11646815","07115"
"MHOSSEIN","MHOSSEIN","11645644","03373"
"MHUTTON","MDHUTTON","11645289","01868"
"MHYAAKOB","YMOHAM1X","11244101","11471"
"MHZAINUL","MZAINUL","11682259","11399"
"MHZULKAF","MZULKAFL","11673253","11291"
"MIABDULR","ABDULRA1","11575271","10695"
"MICHAN","MICHAN","11645735","03998"
"MICHIBA","MICHIBA","11644478","08448"
"MIHAMIR","MHAMIR","11684518","11480"
"MIHENDRI","MIHENDRI","11644494","08481"
"MILEE","MILEE","11646006","05207"
"MILU","MILU","11646504","07981"
"MINLIU","MINGRUIL","11659981","11040"
"MIRAMLI","RAMLIM","11658143","11013"
"MISHEN","SHENM","11645968","08968"
"MISLAM","KHONDKER","11644202","04385"
"MISMAWIR","MISMAWIR","11645605","10144"
"MIWON","MIWON","11645718","03891"
"MIYER","MSIYER","11646070","08901"
"MJANSSON","MKIDD","11647209","07380"
"MJERVIS","MJERVIS","11645645","03374"
"MJI","MINGHAOJ","11655136","10955"
"MJIMENEZ","MBJIMENE","11645204","01244"
"MJTAN","MJTAN","11646589","08109"
"MKABANI","MKABANI","11645306","01968"
"MKAINTH","MKAINTH","11644239","10802"
"MKAMAT","MADHURAK","11708921","11741"
"MKANDERS","MKANDERS","11644842","09655"
"MKEHLET","MKEHLET","11647073","10078"
"MKELON","MKELON","11673249","11157"
"MKHAFEEZ","HAFEEZMU","11657522","10969"
"MKHALAF","MAKHALAF","11645131","01020"
"MKHEE","MHEE","11342260","03581"
"MKHING","MHING","11646613","07906"
"MKHITRYK","MIKEKHIT","11645969","08969"
"MKHOO","MTKHOO","11644128","04290"
"MKING","KINGM","11644669","00117"
"MKINSNER","MKINSNER","11646458","08103"
"MKLEE","MOOKITLE","11568431","10934"
"MKMOHAME","MKABDEL","11537718","10626"
"MKNMKHOM","MKNMKHOM","11644425","08432"
"MKOBAYAS","MKOBAYA","11646004","05200"
"MKUMAR","MUKULKUM","11646571","06753"
"MKUMARPA","MKUMARPA","11644631","10577"
"MKWONG","MANKITWO","11644991","09854"
"MLADHA","MLADHA","11644549","08614"
"MLAFLIN","LAFLINMI","11644719","09429"
"MLANDERS","MJLANDER","11665458","11118"
"MLANGHAM","MLANGHAM","11645434","02669"
"MLELE","MEGHANLE","11644765","10461"
"MLEWIS","MJLEWIS","11646165","05717"
"MLFONG","MLFONG","11644348","10719"
"MLGOH","MLGOH","11645243","01593"
"MLI","LIMARTI1","11645173","10300"
"MLIBERTY","MATTALIB","10064063","10243"
"MLLAU","MLLAU","11340285","05857"
"MLLOI","MLLOI","11645577","03243"
"MLTEH","MLTEH","11646662","06877"
"MLTUPPAR","LTUPPARI","11664304","11099"
"MLU","LUYONGLI","11647198","05283"
"MLUO","MEILUO","11645360","02348"
"MLUPINAC","MLUPINAC","11645932","09019"
"MLYYEN","YENMICHE","11684530","11562"
"MMAC","MMAC","11645570","03184"
"MMACCARI","MMACCARI","11646188","05813"
"MMADANI","MMADANI","11646705","07738"
"MMAHER","MMAHER","11645697","03770"
"MMAHMOOD","MMAHMOOD","11644514","08537"
"MMAILAVA","MMAILAVA","11646155","05689"
"MMANDAVA","MMANDAVA","11647084","10884"
"MMARTINE","MCMARTIN","11645217","01375"
"MMAUNG","LMMAUNG","11645482","02806"
"MMAURI","MMAURI","11646387","08131"
"MMCELLIG","MMCELLIG","11644299","04691"
"MMCGRATH","MCGRATHM","10045796","09674"
"MMEHROTR","MMEHROTR","11644754","10509"
"MMENDELL","MPMENDEL","11492374","11607"
"MMIRSAEE","MMIRSAEE","11646460","08105"
